level,branch,place,position,no,name,full_name,state,political_party,political_leaning,president,president_political_party,start_date,end_date,birth_state,birth_date,impeached
federal,judicial,Supreme Court,Justices,76,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,77,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,78,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,79,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,80,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,81,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,82,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,83,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,84,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,85,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,86,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,87,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,88,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,89,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,90,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,91,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,92,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,93,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,94,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,95,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,96,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,97,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,98,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,99,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,100,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,101,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,102,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,103,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,104,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,105,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,106,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,107,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,108,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,109,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,110,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,111,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,112,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,113,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,114,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,115,,,,,,,,,,,,
federal,judicial,Supreme Court,Justices,116,,,,,,,,,,,,
state,executive,,governor,1,Henry Hastings Sibley,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,2,Alexander Ramsey,,Minnesota,Republican,,,,,,,,
state,executive,,governor,3,Henry Adoniram Swift,,Minnesota,Republican,,,,,,,,
state,executive,,governor,4,Stephen Miller,,Minnesota,Republican,,,,,,,,
state,executive,,governor,5,William Rainey Marshall,,Minnesota,Republican,,,,,,,,
state,executive,,governor,6,Horace Austin,,Minnesota,Republican,,,,,,,,
state,executive,,governor,7,Cushman Kellogg Davis,,Minnesota,Republican,,,,,,,,
state,executive,,governor,8,John S. Pillsbury,,Minnesota,Republican,,,,,,,,
state,executive,,governor,9,Lucius Frederick Hubbard,,Minnesota,Republican,,,,,,,,
state,executive,,governor,10,Andrew Ryan McGill,,Minnesota,Republican,,,,,,,,
state,executive,,governor,11,William Rush Merriam,,Minnesota,Republican,,,,,,,,
state,executive,,governor,12,Knute Nelson,,Minnesota,Republican,,,,,,,,
state,executive,,governor,13,David Marston Clough,,Minnesota,Republican,,,,,,,,
state,executive,,governor,14,John Lind,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,15,Samuel Rinnah Van Sant,,Minnesota,Republican,,,,,,,,
state,executive,,governor,16,John Albert Johnson,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,17,Adolph Olson Eberhart,,Minnesota,Republican,,,,,,,,
state,executive,,governor,18,Winfield Scott Hammond,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,19,Joseph A. A. Burnquist,,Minnesota,Republican,,,,,,,,
state,executive,,governor,20,J. A. O. Preus,,Minnesota,Republican,,,,,,,,
state,executive,,governor,21,Theodore Christianson,,Minnesota,Republican,,,,,,,,
state,executive,,governor,22,Floyd B. Olson,,Minnesota,Farmer-Labor,,,,,,,,
state,executive,,governor,23,Hjalmar Petersen,,Minnesota,Farmer-Labor,,,,,,,,
state,executive,,governor,24,Elmer Austin Benson,,Minnesota,Farmer-Labor,,,,,,,,
state,executive,,governor,25,Harold Stassen,,Minnesota,Republican,,,,,,,,
state,executive,,governor,26,Edward John Thye,,Minnesota,Republican,,,,,,,,
state,executive,,governor,27,Luther Youngdahl,,Minnesota,Republican,,,,,,,,
state,executive,,governor,28,C. Elmer Anderson,,Minnesota,Republican,,,,,,,,
state,executive,,governor,29,Orville Freeman,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,30,Elmer L. Andersen,,Minnesota,Republican,,,,,,,,
state,executive,,governor,31,Karl Rolvaag,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,32,Harold LeVander,,Minnesota,Republican,,,,,,,,
state,executive,,governor,33,Wendell R. Anderson,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,34,Rudy Perpich,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,35,Al Quie,,Minnesota,Republican,,,,,,,,
state,executive,,governor,36,Rudy Perpich,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,37,Arne Carlson,,Minnesota,Republican,,,,,,,,
state,executive,,governor,38,Jesse Ventura,,Minnesota,Reform,,,,,,,,
state,executive,,governor,39,Tim Pawlenty,,Minnesota,Republican,,,,,,,,
state,executive,,governor,40,Mark Dayton,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,41,Tim Walz,,Minnesota,Democratic,,,,,,,,
state,executive,,governor,1,William F. Quinn,,Hawaii,Republican,,,,,,,,
state,executive,,governor,2,John A. Burns,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,3,George Ariyoshi,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,4,John D. Waiheʻe III,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,5,Ben Cayetano,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,6,Linda Lingle,,Hawaii,Republican,,,,,,,,
state,executive,,governor,7,Neil Abercrombie,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,8,David Ige,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,9,Josh Green,,Hawaii,Democratic,,,,,,,,
state,executive,,governor,1,William A. Egan,,Alaska,Democratic,,,,,,,,
state,executive,,governor,2,Wally Hickel,,Alaska,Republican,,,,,,,,
state,executive,,governor,3,Keith Harvey Miller,,Alaska,Republican,,,,,,,,
state,executive,,governor,1,William A. Egan,,Alaska,Democratic,,,,,,,,
state,executive,,governor,4,Jay Hammond,,Alaska,Republican,,,,,,,,
state,executive,,governor,5,Bill Sheffield,,Alaska,Democratic,,,,,,,,
state,executive,,governor,6,Steve Cowper,,Alaska,Democratic,,,,,,,,
state,executive,,governor,2,Wally Hickel,,Alaska,Independence,,,,,,,,
state,executive,,governor,7,Tony Knowles,,Alaska,Republican,,,,,,,,
state,executive,,governor,8,Frank Murkowski,,Alaska,Republican,,,,,,,,
state,executive,,governor,9,Sarah Palin,,Alaska,Republican,,,,,,,,
state,executive,,governor,10,Sean Parnell,,Alaska,Republican,,,,,,,,
state,executive,,governor,11,Bill Walker,,Alaska,Independence,,,,,,,,
state,executive,,governor,12,Mike Dunleavy,,Alaska,Republican,,,,,,,,
state,executive,,governor,1,Peter Hardeman Burnett,,California,,,,,,,,,
state,executive,,governor,2,John McDougal,,California,,,,,,,,,
state,executive,,governor,3,John Bigler,,California,,,,,,,,,
state,executive,,governor,4,J. Neely Johnson,,California,,,,,,,,,
state,executive,,governor,5,John B. Weller,,California,,,,,,,,,
state,executive,,governor,6,Milton Latham,,California,,,,,,,,,
state,executive,,governor,7,John G. Downey,,California,,,,,,,,,
state,executive,,governor,8,Leland Stanford,,California,,,,,,,,,
state,executive,,governor,9,Frederick Low,,California,,,,,,,,,
state,executive,,governor,10,Henry Huntly Haight,,California,,,,,,,,,
state,executive,,governor,11,Newton Booth,,California,,,,,,,,,
state,executive,,governor,12,Romualdo Pacheco,,California,,,,,,,,,
state,executive,,governor,13,William Irwin,,California,,,,,,,,,
state,executive,,governor,14,George C. Perkins,,California,,,,,,,,,
state,executive,,governor,15,George Stoneman,,California,,,,,,,,,
state,executive,,governor,16,Washington Bartlett,,California,,,,,,,,,
state,executive,,governor,17,Robert Waterman,,California,,,,,,,,,
state,executive,,governor,18,Henry Markham,,California,,,,,,,,,
state,executive,,governor,19,James Budd,,California,,,,,,,,,
state,executive,,governor,20,Henry T. Gage,,California,,,,,,,,,
state,executive,,governor,21,George Pardee,,California,,,,,,,,,
state,executive,,governor,22,James Gillett,,California,,,,,,,,,
state,executive,,governor,23,Hiram Johnson,,California,,,,,,,,,
state,executive,,governor,24,William Stephens,,California,,,,,,,,,
state,executive,,governor,25,Friend Richardson,,California,,,,,,,,,
state,executive,,governor,26,C. C. Young,,California,,,,,,,,,
state,executive,,governor,27,James Rolph,,California,,,,,,,,,
state,executive,,governor,28,Frank Merriam,,California,,,,,,,,,
state,executive,,governor,29,Culbert Olson,,California,,,,,,,,,
state,executive,,governor,30,Earl Warren,,California,,,,,,,,,
state,executive,,governor,31,Goodwin Knight,,California,,,,,,,,,
state,executive,,governor,32,Pat Brown,,California,,,,,,,,,
state,executive,,governor,33,Ronald Reagan,,California,,,,,,,,,
state,executive,,governor,34,Jerry Brown,,California,,,,,,,,,
state,executive,,governor,35,George Deukmejian,,California,,,,,,,,,
state,executive,,governor,36,Pete Wilson,,California,,,,,,,,,
state,executive,,governor,37,Gray Davis,,California,,,,,,,,,
state,executive,,governor,38,Arnold Schwarzenegger,,California,,,,,,,,,
state,executive,,governor,39,Jerry Brown,,California,,,,,,,,,
state,executive,,governor,40,Gavin Newsom,,California,,,,,,,,,
state,executive,,governor,1,Stevens T. Mason,,Michigan,,,,,,,,,
state,executive,,governor,2,William Woodbridge,,Michigan,,,,,,,,,
state,executive,,governor,3,James Wright Gordon,,Michigan,,,,,,,,,
state,executive,,governor,4,John S. Barry,,Michigan,,,,,,,,,
state,executive,,governor,5,Alpheus Felch,,Michigan,,,,,,,,,
state,executive,,governor,6,William L. Greenly,,Michigan,,,,,,,,,
state,executive,,governor,7,Epaphroditus Ransom,,Michigan,,,,,,,,,
state,executive,,governor,8,John S. Barry,,Michigan,,,,,,,,,
state,executive,,governor,9,Robert McClelland,,Michigan,,,,,,,,,
state,executive,,governor,10,Andrew Parsons,,Michigan,,,,,,,,,
state,executive,,governor,11,Kinsley S. Bingham,,Michigan,,,,,,,,,
state,executive,,governor,12,Moses Wisner,,Michigan,,,,,,,,,
state,executive,,governor,13,Austin Blair,,Michigan,,,,,,,,,
state,executive,,governor,14,Henry H. Crapo,,Michigan,,,,,,,,,
state,executive,,governor,15,Henry P. Baldwin,,Michigan,,,,,,,,,
state,executive,,governor,16,John J. Bagley,,Michigan,,,,,,,,,
state,executive,,governor,17,Charles Croswell,,Michigan,,,,,,,,,
state,executive,,governor,18,David Jerome,,Michigan,,,,,,,,,
state,executive,,governor,19,Josiah Begole,,Michigan,,,,,,,,,
state,executive,,governor,20,Russell A. Alger,,Michigan,,,,,,,,,
state,executive,,governor,21,Cyrus G. Luce,,Michigan,,,,,,,,,
state,executive,,governor,22,Edwin B. Winans,,Michigan,,,,,,,,,
state,executive,,governor,23,John Treadway Rich,,Michigan,,,,,,,,,
state,executive,,governor,24,Hazen S. Pingree,,Michigan,,,,,,,,,
state,executive,,governor,25,Aaron T. Bliss,,Michigan,,,,,,,,,
state,executive,,governor,26,Fred M. Warner,,Michigan,,,,,,,,,
state,executive,,governor,27,Chase Osborn,,Michigan,,,,,,,,,
state,executive,,governor,28,Woodbridge N. Ferris,,Michigan,,,,,,,,,
state,executive,,governor,29,Albert Sleeper,,Michigan,,,,,,,,,
state,executive,,governor,30,Alex J. Groesbeck,,Michigan,,,,,,,,,
state,executive,,governor,31,Fred W. Green,,Michigan,,,,,,,,,
state,executive,,governor,32,Wilber M. Brucker,,Michigan,,,,,,,,,
state,executive,,governor,33,William Comstock,,Michigan,,,,,,,,,
state,executive,,governor,34,Frank Fitzgerald,,Michigan,,,,,,,,,
state,executive,,governor,35,Frank Murphy,,Michigan,,,,,,,,,
state,executive,,governor,36,Frank Fitzgerald,,Michigan,,,,,,,,,
state,executive,,governor,37,Luren Dickinson,,Michigan,,,,,,,,,
state,executive,,governor,38,Murray Van Wagoner,,Michigan,,,,,,,,,
state,executive,,governor,39,Harry Kelly,,Michigan,,,,,,,,,
state,executive,,governor,40,Kim Sigler,,Michigan,,,,,,,,,
state,executive,,governor,41,G. Mennen Williams,,Michigan,,,,,,,,,
state,executive,,governor,42,John Swainson,,Michigan,,,,,,,,,
state,executive,,governor,43,George W. Romney,,Michigan,,,,,,,,,
state,executive,,governor,44,William Milliken,,Michigan,,,,,,,,,
state,executive,,governor,45,James Blanchard,,Michigan,,,,,,,,,
state,executive,,governor,46,John Engler,,Michigan,,,,,,,,,
state,executive,,governor,47,Jennifer Granholm,,Michigan,,,,,,,,,
state,executive,,governor,48,Rick Snyder,,Michigan,,,,,,,,,
state,executive,,governor,49,Gretchen Whitmer,,Michigan,,,,,,,,,
state,executive,,governor,1,George W. P. Hunt,,Arizona,,,,,,,,,
state,executive,,governor,2,Thomas Edward Campbell,,Arizona,,,,,,,,,
state,executive,,governor,1,George W. P. Hunt,,Arizona,,,,,,,,,
state,executive,,governor,3,John Calhoun Phillips,,Arizona,,,,,,,,,
state,executive,,governor,1,George W. P. Hunt,,Arizona,,,,,,,,,
state,executive,,governor,4,Benjamin Baker Moeur,,Arizona,,,,,,,,,
state,executive,,governor,5,Rawghlie Clement Stanford,,Arizona,,,,,,,,,
state,executive,,governor,6,Robert Taylor Jones,,Arizona,,,,,,,,,
state,executive,,governor,7,Sidney Preston Osborn,,Arizona,,,,,,,,,
state,executive,,governor,8,Dan Edward Garvey,,Arizona,,,,,,,,,
state,executive,,governor,9,John Howard Pyle,,Arizona,,,,,,,,,
state,executive,,governor,10,Ernest McFarland,,Arizona,,,,,,,,,
state,executive,,governor,11,Paul Fannin,,Arizona,,,,,,,,,
state,executive,,governor,12,Samuel Pearson Goddard Jr.,,Arizona,,,,,,,,,
state,executive,,governor,13,Jack Williams,,Arizona,,,,,,,,,
state,executive,,governor,14,Raúl Héctor Castro,,Arizona,,,,,,,,,
state,executive,,governor,15,Wesley Bolin,,Arizona,,,,,,,,,
state,executive,,governor,16,Bruce Babbitt,,Arizona,,,,,,,,,
state,executive,,governor,17,Evan Mecham,,Arizona,,,,,,,,,
state,executive,,governor,18,Rose Mofford,,Arizona,,,,,,,,,
state,executive,,governor,19,Fife Symington,,Arizona,,,,,,,,,
state,executive,,governor,20,Jane Dee Hull,,Arizona,,,,,,,,,
state,executive,,governor,21,Janet Napolitano,,Arizona,,,,,,,,,
state,executive,,governor,22,Jan Brewer,,Arizona,,,,,,,,,
state,executive,,governor,23,Doug Ducey,,Arizona,,,,,,,,,
state,executive,,governor,24,Katie Hobbs,,Arizona,,,,,,,,,
state,executive,,governor,1,Heber Manning Wells,,Utah,,,,,,,,,
state,executive,,governor,2,John Christopher Cutler,,Utah,,,,,,,,,
state,executive,,governor,3,William Spry,,Utah,,,,,,,,,
state,executive,,governor,4,Simon Bamberger,,Utah,,,,,,,,,
state,executive,,governor,5,Charles R. Mabey,,Utah,,,,,,,,,
state,executive,,governor,6,George Dern,,Utah,,,,,,,,,
state,executive,,governor,7,Henry H. Blood,,Utah,,,,,,,,,
state,executive,,governor,8,Herbert B. Maw,,Utah,,,,,,,,,
state,executive,,governor,9,J. Bracken Lee,,Utah,,,,,,,,,
state,executive,,governor,10,George Dewey Clyde,,Utah,,,,,,,,,
state,executive,,governor,11,Cal Rampton,,Utah,,,,,,,,,
state,executive,,governor,12,Scott M. Matheson,,Utah,,,,,,,,,
state,executive,,governor,13,Norman H. Bangerter,,Utah,,,,,,,,,
state,executive,,governor,14,Mike Leavitt,,Utah,,,,,,,,,
state,executive,,governor,15,Olene Walker,,Utah,,,,,,,,,
state,executive,,governor,16,Jon Huntsman Jr.,,Utah,,,,,,,,,
state,executive,,governor,17,Gary Herbert,,Utah,,,,,,,,,
state,executive,,governor,18,Spencer Cox,,Utah,,,,,,,,,
state,executive,,governor,1,Elisha P. Ferry,,Washington,,,,,,,,,
state,executive,,governor,2,John McGraw,,Washington,,,,,,,,,
state,executive,,governor,3,John Rankin Rogers,,Washington,,,,,,,,,
state,executive,,governor,4,Henry McBride,,Washington,,,,,,,,,
state,executive,,governor,5,Albert E. Mead,,Washington,,,,,,,,,
state,executive,,governor,6,Samuel G. Cosgrove,,Washington,,,,,,,,,
state,executive,,governor,7,Marion E. Hay,,Washington,,,,,,,,,
state,executive,,governor,8,Ernest Lister,,Washington,,,,,,,,,
state,executive,,governor,9,Louis F. Hart,,Washington,,,,,,,,,
state,executive,,governor,10,Roland H. Hartley,,Washington,,,,,,,,,
state,executive,,governor,11,Clarence D. Martin,,Washington,,,,,,,,,
state,executive,,governor,12,Arthur B. Langlie,,Washington,,,,,,,,,
state,executive,,governor,13,Monrad Wallgren,,Washington,,,,,,,,,
state,executive,,governor,14,Arthur B. Langlie,,Washington,,,,,,,,,
state,executive,,governor,15,Albert Rosellini,,Washington,,,,,,,,,
state,executive,,governor,16,Daniel J. Evans,,Washington,,,,,,,,,
state,executive,,governor,17,Dixy Lee Ray,,Washington,,,,,,,,,
state,executive,,governor,18,John Spellman,,Washington,,,,,,,,,
state,executive,,governor,19,Booth Gardner,,Washington,,,,,,,,,
state,executive,,governor,20,Mike Lowry,,Washington,,,,,,,,,
state,executive,,governor,21,Gary Locke,,Washington,,,,,,,,,
state,executive,,governor,22,Christine Gregoire,,Washington,,,,,,,,,
state,executive,,governor,23,Jay Inslee,,Washington,,,,,,,,,
state,executive,,governor,1,William C. McDonald,,New Mexico,,,,,,,,,
state,executive,,governor,2,Ezequiel Cabeza De Baca,,New Mexico,,,,,,,,,
state,executive,,governor,3,Washington Ellsworth Lindsey,,New Mexico,,,,,,,,,
state,executive,,governor,4,Octaviano Ambrosio Larrazolo,,New Mexico,,,,,,,,,
state,executive,,governor,5,Merritt C. Mechem,,New Mexico,,,,,,,,,
state,executive,,governor,6,James F. Hinkle,,New Mexico,,,,,,,,,
state,executive,,governor,7,Arthur T. Hannett,,New Mexico,,,,,,,,,
state,executive,,governor,8,Richard C. Dillon,,New Mexico,,,,,,,,,
state,executive,,governor,9,Arthur Seligman,,New Mexico,,,,,,,,,
state,executive,,governor,10,Andrew W. Hockenhull,,New Mexico,,,,,,,,,
state,executive,,governor,11,Clyde Tingley,,New Mexico,,,,,,,,,
state,executive,,governor,12,John E. Miles,,New Mexico,,,,,,,,,
state,executive,,governor,13,John J. Dempsey,,New Mexico,,,,,,,,,
state,executive,,governor,14,Thomas J. Mabry,,New Mexico,,,,,,,,,
state,executive,,governor,15,Edwin L. Mechem,,New Mexico,,,,,,,,,
state,executive,,governor,16,John F. Simms,,New Mexico,,,,,,,,,
state,executive,,governor,17,Edwin L. Mechem,,New Mexico,,,,,,,,,
state,executive,,governor,18,John Burroughs,,New Mexico,,,,,,,,,
state,executive,,governor,19,Edwin L. Mechem,,New Mexico,,,,,,,,,
state,executive,,governor,20,Tom Bolack,,New Mexico,,,,,,,,,
state,executive,,governor,21,Jack M. Campbell,,New Mexico,,,,,,,,,
state,executive,,governor,22,David Cargo,,New Mexico,,,,,,,,,
state,executive,,governor,23,Bruce King,,New Mexico,,,,,,,,,
state,executive,,governor,24,Jerry Apodaca,,New Mexico,,,,,,,,,
state,executive,,governor,25,Bruce King,,New Mexico,,,,,,,,,
state,executive,,governor,26,Toney Anaya,,New Mexico,,,,,,,,,
state,executive,,governor,27,Garrey Carruthers,,New Mexico,,,,,,,,,
state,executive,,governor,28,Bruce King,,New Mexico,,,,,,,,,
state,executive,,governor,29,Gary Johnson,,New Mexico,,,,,,,,,
state,executive,,governor,30,Bill Richardson,,New Mexico,,,,,,,,,
state,executive,,governor,31,Susana Martinez,,New Mexico,,,,,,,,,
state,executive,,governor,32,Michelle Lujan Grisham,,New Mexico,,,,,,,,,
state,executive,,governor,1,Charles N. Haskell,,Oklahoma,,,,,,,,,
state,executive,,governor,2,Lee Cruce,,Oklahoma,,,,,,,,,
state,executive,,governor,3,Robert L. Williams,,Oklahoma,,,,,,,,,
state,executive,,governor,4,James B. A. Robertson,,Oklahoma,,,,,,,,,
state,executive,,governor,5,Jack C. Walton,,Oklahoma,,,,,,,,,
state,executive,,governor,6,Martin E. Trapp,,Oklahoma,,,,,,,,,
state,executive,,governor,7,Henry S. Johnston,,Oklahoma,,,,,,,,,
state,executive,,governor,8,William J. Holloway,,Oklahoma,,,,,,,,,
state,executive,,governor,9,William H. Murray,,Oklahoma,,,,,,,,,
state,executive,,governor,10,E. W. Marland,,Oklahoma,,,,,,,,,
state,executive,,governor,11,Leon C. Phillips,,Oklahoma,,,,,,,,,
state,executive,,governor,12,Robert S. Kerr,,Oklahoma,,,,,,,,,
state,executive,,governor,13,Roy J. Turner,,Oklahoma,,,,,,,,,
state,executive,,governor,14,Johnston Murray,,Oklahoma,,,,,,,,,
state,executive,,governor,15,Raymond D. Gary,,Oklahoma,,,,,,,,,
state,executive,,governor,16,J. Howard Edmondson,,Oklahoma,,,,,,,,,
state,executive,,governor,17,George Nigh,,Oklahoma,,,,,,,,,
state,executive,,governor,18,Henry Bellmon,,Oklahoma,,,,,,,,,
state,executive,,governor,19,Dewey F. Bartlett,,Oklahoma,,,,,,,,,
state,executive,,governor,20,David Hall,,Oklahoma,,,,,,,,,
state,executive,,governor,21,David Boren,,Oklahoma,,,,,,,,,
state,executive,,governor,22,George Nigh,,Oklahoma,,,,,,,,,
state,executive,,governor,23,Henry Bellmon,,Oklahoma,,,,,,,,,
state,executive,,governor,24,David Walters,,Oklahoma,,,,,,,,,
state,executive,,governor,25,Frank Keating,,Oklahoma,,,,,,,,,
state,executive,,governor,26,Brad Henry,,Oklahoma,,,,,,,,,
state,executive,,governor,27,Mary Fallin,,Oklahoma,,,,,,,,,
state,executive,,governor,28,Kevin Stitt,,Oklahoma,,,,,,,,,
state,executive,,governor,1,Shadrach Bond,,Illinois,Democratic-Republican,,,,,,,,
state,executive,,governor,2,Shadrach Bond,,Illinois,Independent,,,,,,,,
state,executive,,governor,3,Ninian Edwards,,Illinois,Democratic-Republican,,,,,,,,
state,executive,,governor,4,John Reynolds,,Illinois,Democratic,,,,,,,,
state,executive,,governor,5,William Lee D. Ewing,,Illinois,Democratic,,,,,,,,
state,executive,,governor,6,Joseph Duncan,,Illinois,Whig,,,,,,,,
state,executive,,governor,7,Thomas Carlin,,Illinois,Democratic,,,,,,,,
state,executive,,governor,8,Thomas Ford,,Illinois,Democratic,,,,,,,,
state,executive,,governor,9,Augustus C. French,,Illinois,Democratic,,,,,,,,
state,executive,,governor,10,Joel Aldrich Matteson,,Illinois,Democratic,,,,,,,,
state,executive,,governor,11,William Henry Bissell,,Illinois,Republican,,,,,,,,
state,executive,,governor,12,John Wood,,Illinois,Republican,,,,,,,,
state,executive,,governor,13,Richard Yates,,Illinois,Republican,,,,,,,,
state,executive,,governor,14,Richard J. Oglesby,,Illinois,Republican,,,,,,,,
state,executive,,governor,15,John M. Palmer,,Illinois,Republican,,,,,,,,
state,executive,,governor,14,Richard J. Oglesby,,Illinois,Republican,,,,,,,,
state,executive,,governor,16,John Lourie Beveridge,,Illinois,Republican,,,,,,,,
state,executive,,governor,17,Shelby Moore Cullom,,Illinois,Republican,,,,,,,,
state,executive,,governor,18,John Marshall Hamilton,,Illinois,Republican,,,,,,,,
state,executive,,governor,14,Richard J. Oglesby,,Illinois,Republican,,,,,,,,
state,executive,,governor,19,Joseph W. Fifer,,Illinois,Republican,,,,,,,,
state,executive,,governor,20,John Peter Altgeld,,Illinois,Democratic,,,,,,,,
state,executive,,governor,21,John Riley Tanner,,Illinois,Republican,,,,,,,,
state,executive,,governor,22,Richard Yates Jr.,,Illinois,Republican,,,,,,,,
state,executive,,governor,23,Charles S. Deneen,,Illinois,Republican,,,,,,,,
state,executive,,governor,24,Edward Fitzsimmons Dunne,,Illinois,Democratic,,,,,,,,
state,executive,,governor,25,Frank Orren Lowden,,Illinois,Republican,,,,,,,,
state,executive,,governor,26,Len Small,,Illinois,Republican,,,,,,,,
state,executive,,governor,27,Louis Lincoln Emmerson,,Illinois,Republican,,,,,,,,
state,executive,,governor,28,Henry Horner,,Illinois,Democratic,,,,,,,,
state,executive,,governor,29,John Henry Stelle,,Illinois,Democratic,,,,,,,,
state,executive,,governor,30,Dwight H. Green,,Illinois,Republican,,,,,,,,
state,executive,,governor,31,Adlai Stevenson II,,Illinois,Democratic,,,,,,,,
state,executive,,governor,32,William Stratton,,Illinois,Republican,,,,,,,,
state,executive,,governor,33,Otto Kerner Jr.,,Illinois,Democratic,,,,,,,,
state,executive,,governor,34,Samuel H. Shapiro,,Illinois,Democratic,,,,,,,,
state,executive,,governor,35,Richard B. Ogilvie,,Illinois,Republican,,,,,,,,
state,executive,,governor,36,Dan Walker,,Illinois,Democratic,,,,,,,,
state,executive,,governor,37,James R. Thompson,,Illinois,Republican,,,,,,,,
state,executive,,governor,38,Jim Edgar,,Illinois,Republican,,,,,,,,
state,executive,,governor,39,George Ryan,,Illinois,Republican,,,,,,,,
state,executive,,governor,40,Rod Blagojevich,,Illinois,Democratic,,,,,,,,
state,executive,,governor,41,Pat Quinn,,Illinois,Democratic,,,,,,,,
state,executive,,governor,42,Bruce Rauner,,Illinois,Republican,,,,,,,,
state,executive,,governor,43,J. B. Pritzker,,Illinois,Democratic,,,,,,,,
state,executive,,governor,1,Thomas Mifflin,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,2,Thomas McKean,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,3,Simon Snyder,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,4,William Findlay,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,5,Joseph Hiester,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,6,John Andrew Shulze,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,7,George Wolf,,Pennsylvania,Democratic-Republican,,,,,,,,
state,executive,,governor,8,Joseph Ritner,,Pennsylvania,Anti-Masonic,,,,,,,,
state,executive,,governor,9,David R. Porter,,Pennsylvania,Democratic,,,,,,,,
state,executive,,governor,10,Francis R. Shunk,,Pennsylvania,Democratic,,,,,,,,
state,executive,,governor,11,William F. Johnston,,Pennsylvania,Whig,,,,,,,,
state,executive,,governor,12,William Bigler,,Pennsylvania,Democratic,,,,,,,,
state,executive,,governor,13,James Pollock,,Pennsylvania,Whig,,,,,,,,
state,executive,,governor,14,William F. Packer,,Pennsylvania,Democratic,,,,,,,,
state,executive,,governor,15,Andrew Gregg Curtin,,Pennsylvania,Republican,,,,,,,,
state,executive,,governor,16,John W. Geary,,Pennsylvania,Republican,,,,,,,,
state,executive,,governor,17,John F. Hartranft,,Pennsylvania,Republican,,,,,,,,
state,executive,,governor,18,Henry M. Hoyt,,Pennsylvania,Republican,,,,,,,,
state,executive,,governor,19,Robert E. Pattison,,Pennsylvania,Democratic,,,,,,,,
state,executive,,governor,20,James A. Beaver,,Pennsylvania,Republican,,,,,,,,
