symbol,name,security
BELFA,Bel Fuse Inc.,Bel Fuse Inc. - Class A Common Stock
BELFB,Bel Fuse Inc.,Bel Fuse Inc. - Class B Common Stock
BFIN,BankFinancial Corporation,BankFinancial Corporation - Common Stock
BFIT,Global X Health & Wellness Thematic ETF,Global X Health & Wellness Thematic ETF
BFRA,Biofrontera AG,Biofrontera AG - American Depositary Shares
BFST,"Business First Bancshares, Inc.","Business First Bancshares, Inc. - Common Stock"
BGCP,"BGC Partners, Inc.","BGC Partners, Inc. - Class A Common Stock"
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporation - Common Stock
BGNE,"BeiGene, Ltd.","BeiGene, Ltd. - American Depositary Shares"
BHAC,Barington/Hilco Acquisition Corp.,Barington/Hilco Acquisition Corp. - Common Stock
BHACR,Barington/Hilco Acquisition Corp.,Barington/Hilco Acquisition Corp. - Right
BHACU,Barington/Hilco Acquisition Corp.,Barington/Hilco Acquisition Corp. - Unit
BHACW,Barington/Hilco Acquisition Corp.,Barington/Hilco Acquisition Corp. - Warrants
BHBK,"Blue Hills Bancorp, Inc.","Blue Hills Bancorp, Inc. - Common Stock"
BHF,"Brighthouse Financial, Inc.","Brighthouse Financial, Inc. - Common Stock"
BHTG,"BioHiTech Global, Inc.","BioHiTech Global, Inc. - Common Stock"
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology
BICK,First Trust BICK Index Fund,First Trust BICK Index Fund
BIDU,"Baidu, Inc.","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share"
BIIB,Biogen Inc.,Biogen Inc. - Common Stock
BILI,Bilibili Inc.,Bilibili Inc. - American Depositary Shares
BIOC,"Biocept, Inc.","Biocept, Inc. - Common Stock"
BIOL,"Biolase, Inc.","Biolase, Inc. - Common Stock"
BIOS,"BioScrip, Inc.","BioScrip, Inc. - Common Stock"
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology
BJRI,"BJ's Restaurants, Inc.","BJ's Restaurants, Inc. - Common Stock"
BKCC,BlackRock Capital Investment Corporation,BlackRock Capital Investment Corporation - Common Stock
BKEP,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests"
BKEPP,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units"
BKNG,Booking Holdings Inc.,Booking Holdings Inc. - Common Stock
BKSC,Bank of South Carolina Corp.,Bank of South Carolina Corp. - Common Stock
BKYI,BIO,"BIO-key International, Inc. - Common Stock"
BL,"BlackLine, Inc.","BlackLine, Inc. - Common Stock"
BLBD,Blue Bird Corporation,Blue Bird Corporation - Common Stock
BLCM,"Bellicum Pharmaceuticals, Inc.","Bellicum Pharmaceuticals, Inc. - Common Stock"
BLCN,Reality Shares Nasdaq NextGen Economy ETF,Reality Shares Nasdaq NextGen Economy ETF
BLDP,"Ballard Power Systems, Inc.","Ballard Power Systems, Inc. - Common Shares"
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc. - Common Stock"
BLFS,"BioLife Solutions, Inc.","BioLife Solutions, Inc. - Common Stock"
BLIN,"Bridgeline Digital, Inc.","Bridgeline Digital, Inc. - Common Stock"
BLKB,"Blackbaud, Inc.","Blackbaud, Inc. - Common Stock"
BLMN,"Bloomin' Brands, Inc.","Bloomin' Brands, Inc. - Common Stock"
BLMT,"BSB Bancorp, Inc.","BSB Bancorp, Inc. - Common Stock"
BLNK,Blink Charging Co.,Blink Charging Co. - Common Stock
BLNKW,Blink Charging Co.,Blink Charging Co. - Warrant
BLPH,"Bellerophon Therapeutics, Inc.","Bellerophon Therapeutics, Inc. - Common Stock"
BLRX,BioLineRx Ltd.,BioLineRx Ltd. - American Depositary Shares
BLUE,"bluebird bio, Inc.","bluebird bio, Inc. - Common Stock"
BMCH,"BMC Stock Holdings, Inc.","BMC Stock Holdings, Inc. - Common Stock"
BMLP,Bank Of Montreal,"Bank Of Montreal - BMO Elkhorn DWA MLP Select Index Exchange Traded Notes due December 10, 2036"
BMRA,"Biomerica, Inc.","Biomerica, Inc. - Common Stock"
BMRC,Bank of Marin Bancorp,Bank of Marin Bancorp - Common Stock
BMRN,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc. - Common Stock
BMTC,Bryn Mawr Bank Corporation,Bryn Mawr Bank Corporation - Common Stock
BNCL,"Beneficial Bancorp, Inc.","Beneficial Bancorp, Inc. - Common Stock"
BND,Vanguard Total Bond Market ETF,Vanguard Total Bond Market ETF
BNDX,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF
BNFT,"Benefitfocus, Inc.","Benefitfocus, Inc. - Common Stock"
BNGOU,"Bionano Genomics, Inc.","Bionano Genomics, Inc. - Unit"
BNSO,"Bonso Electronics International, Inc.","Bonso Electronics International, Inc. - Common Stock"
BNTC,Benitec Biopharma Limited,Benitec Biopharma Limited - American Depositary Shares
BNTCW,Benitec Biopharma Limited,Benitec Biopharma Limited - Warrant
BOCH,Bank of Commerce Holdings (CA),Bank of Commerce Holdings (CA) - Common Stock
BOFI,"BofI Holding, Inc.","BofI Holding, Inc. - Common Stock"
BOFIL,"BofI Holding, Inc.","BofI Holding, Inc. - 6.25% Subordinated Notes Due 2026"
BOJA,"Bojangles', Inc.","Bojangles', Inc. - Common Stock"
BOKF,BOK Financial Corporation,BOK Financial Corporation - Common Stock
BOKFL,BOK Financial Corporation,BOK Financial Corporation - 5.375% Subordinated Notes due 2056
BOLD,"Audentes Therapeutics, Inc.","Audentes Therapeutics, Inc. - Common Stock"
BOMN,Boston Omaha Corporation,Boston Omaha Corporation - Class A Common Stock
BOOM,DMC Global Inc.,DMC Global Inc. - Common Stock
BOSC,B.O.S. Better Online Solutions,B.O.S. Better Online Solutions - Ordinary Shares
BOTJ,"Bank of the James Financial Group, Inc.","Bank of the James Financial Group, Inc. - Common Stock"
BOTZ,Global X Robotics & Artificial Intelligence ETF,Global X Robotics & Artificial Intelligence ETF
BOXL,Boxlight Corporation,Boxlight Corporation - Class A Common Stock
BPFH,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Common Stock"
BPFHW,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share"
BPMC,Blueprint Medicines Corporation,Blueprint Medicines Corporation - Common Stock
BPOP,"Popular, Inc.","Popular, Inc. - Common Stock"
BPOPM,"Popular, Inc.","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities"
BPOPN,"Popular, Inc.","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities"
BPRN,The Bank of Princeton,The Bank of Princeton - Common Stock
BPTH,Bio,"Bio-Path Holdings, Inc. - Common Stock"
BPY,Brookfield Property Partners L.P.,Brookfield Property Partners L.P. - Limited Partnership Units
BRAC,Black Ridge Acquisition Corp.,Black Ridge Acquisition Corp. - Common Stock
BRACR,Black Ridge Acquisition Corp.,Black Ridge Acquisition Corp. - Right
BRACU,Black Ridge Acquisition Corp.,Black Ridge Acquisition Corp. - Unit
BRACW,Black Ridge Acquisition Corp.,Black Ridge Acquisition Corp. - Warrant
BREW,"Craft Brew Alliance, Inc.","Craft Brew Alliance, Inc. - Common Stock"
BRID,Bridgford Foods Corporation,Bridgford Foods Corporation - Common Stock
BRKL,"Brookline Bancorp, Inc.","Brookline Bancorp, Inc. - Common Stock"
BRKR,Bruker Corporation,Bruker Corporation - Common Stock
BRKS,"Brooks Automation, Inc.","Brooks Automation, Inc. - Common Stock"
BRPA,Big Rock Partners Acquisition Corp.,Big Rock Partners Acquisition Corp. - Common Stock
BRPAR,Big Rock Partners Acquisition Corp.,Big Rock Partners Acquisition Corp. - Right
BRPAU,Big Rock Partners Acquisition Corp.,Big Rock Partners Acquisition Corp. - Unit
BRPAW,Big Rock Partners Acquisition Corp.,Big Rock Partners Acquisition Corp. - Warrant
BRQS,"Borqs Technologies, Inc.","Borqs Technologies, Inc.  - Ordinary Shares"
BRY,Berry Petroleum Corporation,Berry Petroleum Corporation - Common Stock
BSET,"Bassett Furniture Industries, Incorporated","Bassett Furniture Industries, Incorporated - Common Stock"
BSPM,"Biostar Pharmaceuticals, Inc.","Biostar Pharmaceuticals, Inc. - Common Stock"
BSQR,BSQUARE Corporation,BSQUARE Corporation - Common Stock
BSRR,Sierra Bancorp,Sierra Bancorp - Common Stock
BSTC,BioSpecifics Technologies Corp,BioSpecifics Technologies Corp - Common Stock
BTAI,"BioXcel Therapeutics, Inc.","BioXcel Therapeutics, Inc. - Common Stock"
BTEC,Principal Healthcare Innovators Index ETF,Principal Healthcare Innovators Index ETF
BURG,"Chanticleer Holdings, Inc.","Chanticleer Holdings, Inc. - Common Stock"
BUSE,First Busey Corporation,First Busey Corporation - Common Stock
BVNSC,Brandes Investment Trust,Brandes Investment Trust - Brandes Value NextShares
BVSN,"BroadVision, Inc.","BroadVision, Inc. - Common Stock"
BVXV,BiondVax Pharmaceuticals Ltd.,BiondVax Pharmaceuticals Ltd. - American Depositary Shares
BVXVW,BiondVax Pharmaceuticals Ltd.,BiondVax Pharmaceuticals Ltd. - Warrants
BWB,"Bridgewater Bancshares, Inc.","Bridgewater Bancshares, Inc. - Common Stock"
BWEN,"Broadwind Energy, Inc.","Broadwind Energy, Inc. - Common Stock"
BWFG,"Bankwell Financial Group, Inc.","Bankwell Financial Group, Inc. - Common Stock"
BYFC,Broadway Financial Corporation,Broadway Financial Corporation - Common Stock
BYSI,"BeyondSpring, Inc.","BeyondSpring, Inc. - Ordinary Shares"
BZUN,Baozun Inc.,Baozun Inc. - American Depositary Shares
CA,CA Inc.,CA Inc. - Common Stock
CAAS,"China Automotive Systems, Inc.","China Automotive Systems, Inc. - Common Stock"
CAC,Camden National Corporation,Camden National Corporation - Common Stock
CACC,Credit Acceptance Corporation,Credit Acceptance Corporation - Common Stock
CACG,ClearBridge All Cap Growth ETF,ClearBridge All Cap Growth ETF
CADC,"China Advanced Construction Materials Group, Inc.","China Advanced Construction Materials Group, Inc. - Common Stock"
CAKE,The Cheesecake Factory Incorporated,The Cheesecake Factory Incorporated - Common Stock
CALA,"Calithera Biosciences, Inc.","Calithera Biosciences, Inc. - Common Stock"
CALL,magicJack VocalTec Ltd,magicJack VocalTec Ltd - Ordinary Shares
CALM,Cal,"Cal-Maine Foods, Inc. - Common Stock"
CAMP,CalAmp Corp.,CalAmp Corp. - Common Stock
CAMT,Camtek Ltd.,Camtek Ltd. - Ordinary Shares
CAPR,"Capricor Therapeutics, Inc.","Capricor Therapeutics, Inc. - Common Stock"
CAR,"Avis Budget Group, Inc.","Avis Budget Group, Inc. - Common Stock"
CARA,"Cara Therapeutics, Inc.","Cara Therapeutics, Inc. - Common Stock"
CARB,"Carbonite, Inc.","Carbonite, Inc. - Common Stock"
CARG,"CarGurus, Inc.","CarGurus, Inc. - Class A Common Stock"
CARO,Carolina Financial Corporation,Carolina Financial Corporation - Common Stock
CART,"Carolina Trust BancShares, Inc.","Carolina Trust BancShares, Inc. - Common Stock"
CARV,"Carver Bancorp, Inc.","Carver Bancorp, Inc. - Common Stock"
CARZ,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund
CASA,"Casa Systems, Inc.","Casa Systems, Inc. - Common Stock"
CASH,"Meta Financial Group, Inc.","Meta Financial Group, Inc. - Common Stock"
CASI,"CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc. - Common Stock"
CASM,"CAS Medical Systems, Inc.","CAS Medical Systems, Inc. - Common Stock"
CASS,"Cass Information Systems, Inc","Cass Information Systems, Inc - Common Stock"
CASY,"Caseys General Stores, Inc.","Caseys General Stores, Inc. - Common Stock"
CATB,"Catabasis Pharmaceuticals, Inc.","Catabasis Pharmaceuticals, Inc. - Common Stock"
CATC,Cambridge Bancorp,Cambridge Bancorp - Common Stock
CATH,Global X S&P 500 Catholic Values ETF,Global X S&P 500 Catholic Values ETF
CATM,Cardtronics plc,Cardtronics plc - Common Stock
CATS,"Catasys, Inc.","Catasys, Inc. - Common Stock"
CATY,Cathay General Bancorp,Cathay General Bancorp - Common Stock
CATYW,Cathay General Bancorp,Cathay General Bancorp - Warrant
CBAK,"CBAK Energy Technology, Inc.","CBAK Energy Technology, Inc. - Common Stock"
CBAN,"Colony Bankcorp, Inc.","Colony Bankcorp, Inc. - Common Stock"
CBAY,CymaBay Therapeutics Inc.,CymaBay Therapeutics Inc. - Common Stock
CBFV,"CB Financial Services, Inc.","CB Financial Services, Inc. - Common Stock"
CBIO,"Catalyst Biosciences, Inc.","Catalyst Biosciences, Inc.  - Common Stock"
CBLI,"Cleveland BioLabs, Inc.","Cleveland BioLabs, Inc. - Common Stock"
CBLK,"Carbon Black, Inc.","Carbon Black, Inc. - Common Stock"
CBMG,"Cellular Biomedicine Group, Inc.","Cellular Biomedicine Group, Inc. - Common Stock"
CBOE,"Cboe Global Markets, Inc.","Cboe Global Markets, Inc. - Common Stock"
CBPO,"China Biologic Products Holdings, Inc.","China Biologic Products Holdings, Inc. - Common Stock"
CBRL,"Cracker Barrel Old Country Store, Inc.","Cracker Barrel Old Country Store, Inc. - Common Stock"
CBSH,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Common Stock"
CBSHP,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock"
CBTX,"CBTX, Inc.","CBTX, Inc. - Common Stock"
CCB,Coastal Financial Corporation,Coastal Financial Corporation - Common Stock
CCBG,Capital City Bank Group,Capital City Bank Group - Common Stock
CCCL,"China Ceramics Co., Ltd.","China Ceramics Co., Ltd. - Common Stock"
CCD,Calamos Dynamic Convertible & Income Fund,Calamos Dynamic Convertible & Income Fund - Common Shares
CCIH,ChinaCache International Holdings Ltd.,ChinaCache International Holdings Ltd. - American Depositary Shares
CCLP,CSI Compressco LP,CSI Compressco LP - common units
CCMP,Cabot Microelectronics Corporation,Cabot Microelectronics Corporation - Common Stock
CCNE,CNB Financial Corporation,CNB Financial Corporation - Common Stock
CCNI,"Command Center, Inc.","Command Center, Inc. - Common Stock"
CCOI,"Cogent Communications Holdings, Inc.","Cogent Communications Holdings, Inc. - Common Stock"
CCRC,"China Customer Relations Centers, Inc.","China Customer Relations Centers, Inc. - Ordinary Shares"
CCRN,"Cross Country Healthcare, Inc.","Cross Country Healthcare, Inc. - Common Stock"
CCXI,"ChemoCentryx, Inc.","ChemoCentryx, Inc. - Common Stock"
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,VictoryShares US EQ Income Enhanced Volatility Wtd ETF
CDEV,"Centennial Resource Development, Inc.","Centennial Resource Development, Inc. - Class A Common Stock"
CDK,"CDK Global, Inc.","CDK Global, Inc. - Common Stock"
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,VictoryShares US Large Cap High Div Volatility Wtd ETF
CDLX,"Cardlytics, Inc.","Cardlytics, Inc. - Common Stock"
CDMO,"Avid Bioservices, Inc.","Avid Bioservices, Inc. - Common Stock"
CDMOP,"Avid Bioservices, Inc.","Avid Bioservices, Inc. - 10.50% Series E Convertible Preferred Stock"
CDNA,"CareDx, Inc.","CareDx, Inc. - Common Stock"
CDNS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc. - Common Stock"
CDTI,"CDTI Advanced Materials, Inc.","CDTI Advanced Materials, Inc. - Common Stock"
CDTX,"Cidara Therapeutics, Inc.","Cidara Therapeutics, Inc. - Common Stock"
CDW,CDW Corporation,CDW Corporation - Common Stock
CDXC,ChromaDex Corporation,ChromaDex Corporation - Common Stock
CDXS,"Codexis, Inc.","Codexis, Inc. - Common Stock"
CDZI,"Cadiz, Inc.","Cadiz, Inc. - Common Stock"
CECE,CECO Environmental Corp.,CECO Environmental Corp. - Common Stock
CECO,Career Education Corporation,Career Education Corporation - Common Stock
CELC,Celcuity Inc.,Celcuity Inc. - Common Stock
CELG,Celgene Corporation,Celgene Corporation - Common Stock
CELGZ,Celgene Corporation,Celgene Corporation - Contingent Value Right
CELH,"Celsius Holdings, Inc.","Celsius Holdings, Inc. - Common Stock"
CEMI,"Chembio Diagnostics, Inc.","Chembio Diagnostics, Inc. - Common Stock"
CENT,Central Garden & Pet Company,Central Garden & Pet Company - Common Stock
CENTA,Central Garden & Pet Company,Central Garden & Pet Company - Class A Common Stock Nonvoting
CENX,Century Aluminum Company,Century Aluminum Company - Common Stock
CERC,Cerecor Inc.,Cerecor Inc. - Common Stock
CERCW,Cerecor Inc.,Cerecor Inc. - Class A Warrants
CERN,Cerner Corporation,Cerner Corporation - Common Stock
CERS,Cerus Corporation,Cerus Corporation - Common Stock
CETV,Central European Media Enterprises Ltd.,Central European Media Enterprises Ltd. - Class A Common Stock
CETX,Cemtrex Inc.,Cemtrex Inc. - Common Stock
CETXP,Cemtrex Inc.,Cemtrex Inc. - Series 1 Preferred Stock
CETXW,Cemtrex Inc.,Cemtrex Inc. - Series 1 Warrant
CEVA,"CEVA, Inc.","CEVA, Inc. - Common Stock"
CEY,VictoryShares Emerging Market High Div Volatility Wtd ETF,VictoryShares Emerging Market High Div Volatility Wtd ETF
CEZ,VictoryShares Emerging Market Volatility Wtd ETF,VictoryShares Emerging Market Volatility Wtd ETF
CFA,VictoryShares US 500 Volatility Wtd ETF,VictoryShares US 500 Volatility Wtd ETF
CFBI,"Community First Bancshares, Inc.","Community First Bancshares, Inc. - Common Stock"
CFBK,Central Federal Corporation,Central Federal Corporation - Common Stock
CFFI,C&F Financial Corporation,C&F Financial Corporation - Common Stock
CFFN,"Capitol Federal Financial, Inc.","Capitol Federal Financial, Inc. - Common Stock"
CFMS,"Conformis, Inc.","Conformis, Inc. - Common Stock"
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,VictoryShares US 500 Enhanced Volatility Wtd ETF
CFRX,ContraFect Corporation,ContraFect Corporation - Common Stock
CG,The Carlyle Group L.P.,The Carlyle Group L.P. - Common Units
CGBD,"TCG BDC, Inc.","TCG BDC, Inc. - Common Stock"
CGEN,Compugen Ltd.,Compugen Ltd. - Ordinary Shares
CGIX,"Cancer Genetics, Inc.","Cancer Genetics, Inc. - Common Stock"
CGNX,Cognex Corporation,Cognex Corporation - Common Stock
CGO,Calamos Global Total Return Fund,Calamos Global Total Return Fund - Common Stock
CGVIC,Causeway ETMF Trust,Causeway ETMF Trust - Causeway Global Value NextShares
CHCI,"Comstock Holding Companies, Inc.","Comstock Holding Companies, Inc. - Class A Common Stock"
CHCO,City Holding Company,City Holding Company - Common Stock
CHDN,"Churchill Downs, Incorporated","Churchill Downs, Incorporated - Common Stock"
CHEF,"The Chefs' Warehouse, Inc.","The Chefs' Warehouse, Inc. - Common Stock"
CHEK,Check,Check-Cap Ltd. - Ordinary Share
CHEKW,Check,Check-Cap Ltd. - Series A Warrant
CHEKZ,Check,Check-Cap Ltd. - Series C Warrant
CHFC,Chemical Financial Corporation,Chemical Financial Corporation - Common Stock
CHFN,Charter Financial Corp.,Charter Financial Corp. - Common Stock
CHFS,"CHF Solutions, Inc.","CHF Solutions, Inc. - Common Stock"
CHI,Calamos Convertible Opportunities and Income Fund,Calamos Convertible Opportunities and Income Fund - Common Stock
CHKE,Cherokee Inc.,Cherokee Inc. - Common Stock
CHKP,Check Point Software Technologies Ltd.,Check Point Software Technologies Ltd. - Ordinary Shares
CHMA,"Chiasma, Inc.","Chiasma, Inc. - Common Stock"
CHMG,Chemung Financial Corp,Chemung Financial Corp - Common Stock
CHNA,Loncar China BioPharma ETF,Loncar China BioPharma ETF
CHNR,"China Natural Resources, Inc.","China Natural Resources, Inc. - Common Stock"
CHRS,"Coherus BioSciences, Inc.","Coherus BioSciences, Inc. - Common Stock"
CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc. - Common Stock"
CHSCL,CHS Inc,"CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4"
CHSCM,CHS Inc,"CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3"
CHSCN,CHS Inc,CHS Inc - Preferred Class B Series 2 Reset Rate
CHSCO,CHS Inc,CHS Inc - Class B Cumulative Redeemable Preferred Stock
CHSCP,CHS Inc,CHS Inc - 8%  Cumulative Redeemable Preferred Stock
CHTR,"Charter Communications, Inc.","Charter Communications, Inc. - Class A Common Stock"
CHUY,"Chuy's Holdings, Inc.","Chuy's Holdings, Inc. - Common Stock"
CHW,Calamos Global Dynamic Income Fund,Calamos Global Dynamic Income Fund - Common Stock
CHY,Calamos Convertible and High Income Fund,Calamos Convertible and High Income Fund - Common Stock
CIBR,First Trust NASDAQ Cybersecurity ETF,First Trust NASDAQ Cybersecurity ETF
