symbol,displayName,industry,dateListed,marketCap,xid,priceChangeFiveDayPercent,isRecentListing
AVW,AVIRA RESOURCES LTD,Materials,2013-01-09,6401370,52305562,50.0,False
AVH,AVITA MEDICAL INC.,"Pharmaceuticals, Biotechnology & Life Sciences",2020-06-24,496208026,71433,5.37084398976982,False
AVJ,AVJENNINGS LIMITED,Consumer Durables & Apparel,1994-01-27,162492291,55093,8.108108108108116,False
AVZ,AVZ MINERALS LIMITED,Materials,2007-09-14,SUSPENDED,8242252,0.0,False
AXI,AXIOM PROPERTIES LIMITED,Real Estate Management & Development,1997-01-31,28126388,55928,0.0,False
AXP,AXP ENERGY LIMITED,Energy,2006-07-20,17474042,4974471,-16.666666666666668,False
AZS,AZURE MINERALS LIMITED,Materials,2003-12-16,122924363,212906,15.78947368421054,False
BBN,BABY BUNTING GROUP LIMITED,Consumer Discretionary Distribution & Retail,2015-10-14,248227940,308353064,2.9810298102981116,False
BPP,BABYLON PUMP & POWER LIMITED,Capital Goods,1996-12-13,9831085,165941,-11.111111111111104,False
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED,Financial Services,2014-11-21,173843028,80536682,-0.4201680672268818,False
BMM,BALKAN MINING AND MINERALS LIMITED,Materials,2021-07-14,12195123,663558761,-7.9999999999999964,False
BMR,BALLYMORE RESOURCES LIMITED,Materials,2021-09-03,22660576,663233856,-15.624999999999996,False
BOQ,BANK OF QUEENSLAND LIMITED.,Banks,1971-08-24,4175904064,64580,-1.5197568389057696,False
BMN,BANNERMAN ENERGY LTD,Energy,2005-04-28,195663858,1692863,3.8167938931297742,False
BAP,BAPCOR LIMITED,Consumer Discretionary Distribution & Retail,2014-04-24,2175634125,74087881,-2.743902439024386,False
BGD,BARTON GOLD HOLDINGS LIMITED,Materials,2021-06-28,40477836,660724715,4.545454545454549,False
BSE,BASE RESOURCES LIMITED,Materials,2008-10-02,223822252,13217604,0.0,False
BSN,BASIN ENERGY LIMITED,Energy,2022-10-04,9747564,753963361,-4.166666666666659,True
BAS,BASS OIL LIMITED,Energy,2004-09-30,30810486,57558,0.0,False
BMO,BASTION MINERALS LIMITED,Materials,2021-03-16,4304113,643558862,-3.5714285714285747,False
BRL,BATHURST RESOURCES LIMITED.,Materials,2013-06-21,176050998,654548700,2.702702702702705,False
BM8,BATTERY AGE MINERALS LTD,Materials,2020-11-04,27323105,617168782,11.111111111111121,False
BAT,BATTERY MINERALS LIMITED,Materials,2012-10-29,10273348,50040296,-12.5,False
BMH,BAUMART HOLDINGS LIMITED,Capital Goods,2015-06-19,17369371,275042487,0.0,False
BBX,BBX MINERALS LIMITED,Materials,2005-08-12,51525755,58305,-8.69565217391305,False
BDX,BCAL DIAGNOSTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2021-07-21,14378177,666898904,3.0769230769230798,False
BCI,BCI MINERALS LIMITED,Materials,2006-12-15,290755298,6073008,6.382978723404261,False
BPT,BEACH ENERGY LIMITED,Energy,1972-06-30,2931513748,65215,7.364341085271315,False
BLX,BEACON LIGHTING GROUP LIMITED,Consumer Discretionary Distribution & Retail,2014-04-15,393043506,73850034,-1.9774011299434984,False
BCN,BEACON MINERALS LIMITED,Materials,2006-10-20,112703045,5593092,3.5714285714285747,False
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,Technology Hardware & Equipment,1986-11-06,17284384,266652,0.0,False
BMT,BEAMTREE HOLDINGS LIMITED,Health Care Equipment & Services,2019-06-06,66346454,537548373,14.89361702127661,False
B4P,BEFOREPAY GROUP LIMITED,Financial Services,2022-01-17,18127154,692161884,10.389610389610384,False
BGA,BEGA CHEESE LIMITED,"Food, Beverage & Tobacco",2011-08-19,1028358172,36399294,4.938271604938262,False
BRX,BELARAROX LIMITED,Materials,2022-01-28,10341704,688467625,-2.500000000000002,False
BFG,BELL FINANCIAL GROUP LIMITED,Financial Services,2007-12-12,323951387,9258834,2.53807106598985,False
BVR,BELLAVISTA RESOURCES LTD,Materials,2022-05-25,9022136,718668723,5.55555555555556,False
BGL,BELLEVUE GOLD LIMITED,Materials,2005-12-20,1405776910,40330656,-1.2396694214875952,False
BEN,BENDIGO AND ADELAIDE BANK LIMITED,Banks,1985-12-19,4930896703,59677,-2.8792912513842723,False
BHD,BENJAMIN HORNIGOLD LIMITED,Not Applic,2017-05-12,5434929,404139949,0.0,False
BEL,BENTLEY CAPITAL LIMITED,Not Applic,1986-11-07,3425756,59606,0.0,False
BNZ,BENZ MINING CORP.,Materials,2020-12-23,50128854,629582059,-1.2658227848101276,False
BKY,BERKELEY ENERGIA LIMITED,Energy,2003-09-16,169402752,62386,-2.857142857142844,False
BEZ,BESRA GOLD INC.,Materials,2021-10-08,43239884,658054407,58.33333333333334,False
BST,BEST & LESS GROUP HOLDINGS LTD,Consumer Discretionary Distribution & Retail,2021-07-26,240704506,666709492,2.061855670103095,False
BFC,BESTON GLOBAL FOOD COMPANY LIMITED,"Food, Beverage & Tobacco",2015-08-28,45932079,297246159,-12.00000000000001,False
BET,BETMAKERS TECHNOLOGY GROUP LTD,Consumer Services,2015-12-11,169717488,320048269,-5.4054054054053955,False
BHP,BHP GROUP LIMITED,Materials,1885-08-13,220616485214,60947,1.9986216402480987,False
BRI,BIG RIVER INDUSTRIES LIMITED,Materials,2017-05-01,205876880,404836679,0.3984063745020013,False
BTH,BIGTINCAN HOLDINGS LIMITED,Software & Services,2017-03-24,239864971,403677200,-5.747126436781601,False
BEX,BIKEEXCHANGE LIMITED,Consumer Discretionary Distribution & Retail,2021-02-09,9318432,636110447,11.111111111111121,False
BIM,BINDI METALS LIMITED,Materials,2022-06-28,5329500,719521073,0.0,False
BGT,BIO-GENE TECHNOLOGY LTD,Materials,2017-11-29,14162666,434745285,-3.750000000000003,False
BIO,BIOME AUSTRALIA LIMITED,Household & Personal Products,2021-11-30,13319628,687344539,0.0,False
BNO,BIONOMICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1999-12-21,32312179,63926,-8.333333333333341,False
BIT,BIOTRON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2001-01-24,24352512,61665,3.84615384615385,False
BXN,BIOXYNE LIMITED,Household & Personal Products,2000-12-14,15309844,282421,0.0,False
BIR,BIR FINANCIAL LIMITED,Financial Services,2006-07-31,14327745,4905124,6.250000000000005,False
BDT,BIRDDOG TECHNOLOGY LIMITED,Technology Hardware & Equipment,2021-12-20,27602652,691704930,4.0000000000000036,False
BIS,BISALLOY STEEL GROUP LIMITED,Materials,2003-06-23,92053109,41380,-3.921568627450984,False
BKI,BKI INVESTMENT COMPANY LIMITED,Not Applic,2003-12-12,1263812819,62113,-1.7441860465116295,False
BCA,BLACK CANYON LIMITED,Materials,2021-05-05,10860320,650472789,9.523809523809533,False
BC8,BLACK CAT SYNDICATE LIMITED,Materials,2018-01-30,102468502,445688844,14.49275362318842,False
BDG,BLACK DRAGON GOLD CORP.,Materials,2018-08-29,7224122,486817677,-14.285714285714281,False
BME,BLACK MOUNTAIN ENERGY LTD,Energy,2021-12-23,8046045,689340064,-8.000000000000007,False
BKT,BLACK ROCK MINING LIMITED,Materials,2003-12-10,128178530,203725,8.69565217391304,False
BKL,BLACKMORES LIMITED,Household & Personal Products,1985-05-02,1413582610,62166,-0.01388696014443149,False
BSX,BLACKSTONE MINERALS LIMITED,Materials,2017-01-23,75790225,378488321,8.333333333333341,False
BWF,BLACKWALL LIMITED,Financial Services,2011-10-21,40817199,35839599,4.310344827586211,False
BLZ,BLAZE MINERALS LIMITED,Energy,1996-09-12,3675082,63027,-9.999999999999993,False
SQ2,BLOCK INC.,Financial Services,2022-01-20,51849085144,689292417,-13.715621067769193,False
BLU,BLUE ENERGY LIMITED.,Energy,1994-10-13,74031821,1562366,-15.909090909090908,False
BNL,BLUE STAR HELIUM LIMITED,Energy,1994-11-24,45998932,56535,0.0,False
BBT,BLUEBET HOLDINGS LTD,Consumer Services,2021-07-02,52052319,663337257,7.843137254901968,False
BCT,BLUECHIIP LIMITED,Technology Hardware & Equipment,2011-06-09,15562659,27605534,-6.666666666666662,False
BSL,BLUESCOPE STEEL LIMITED,Materials,2002-07-15,9017896529,66433,1.7098445595854834,False
BLG,BLUGLASS LIMITED,Semiconductors & Semiconductor Equipment,2006-09-22,79016274,5438246,9.80392156862746,False
BMG,BMG RESOURCES LIMITED,Materials,2004-05-12,4245908,623220959,0.0,False
BBC,BNK BANKING CORPORATION LIMITED,Banks,2012-05-22,47487762,43581989,4.878048780487809,False
BML,BOAB METALS LIMITED,Materials,2004-07-15,32275612,171967,-7.692307692307699,False
BOA,BOADICEA RESOURCES LIMITED,Materials,2012-10-11,6170147,41268488,0.0,False
BLY,BOART LONGYEAR GROUP LTD,Materials,2007-04-05,565207991,7068074,-9.523809523809522,False
BOD,BOD SCIENCE LIMITED,Consumer Discretionary Distribution & Retail,2016-10-27,9952897,368583474,14.035087719298247,False
BKG,BOOKTOPIA GROUP LIMITED,Consumer Discretionary Distribution & Retail,2020-12-03,30905842,627696750,1.1810883240693156e-14,False
BOL,BOOM LOGISTICS LIMITED,Capital Goods,2003-10-14,57749518,64443,7.692307692307699,False
BLD,BORAL LIMITED.,Materials,2000-02-21,3938025656,62555,0.8571428571428642,False
BOE,BOSS ENERGY LTD,Energy,2007-07-25,754518765,7501402,8.252427184466017,False
BTE,BOTALA ENERGY LTD,Energy,2022-07-14,13618959,728104980,9.999999999999995,False
BOT,BOTANIX PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",1985-01-24,125397709,63746,9.999999999999995,False
BOC,BOUGAINVILLE COPPER LIMITED,Materials,1970-12-31,136361250,64210,-5.970149253731348,False
BUY,BOUNTY OIL & GAS NL,Energy,2002-02-05,12334509,67554,-5.555555555555542,False
BCB,BOWEN COKING COAL LIMITED,Materials,1995-06-22,404949126,243115,-11.538461538461538,False
BPH,BPH ENERGY LTD,"Pharmaceuticals, Biotechnology & Life Sciences",2004-08-06,18429577,65011,0.0,False
BPM,BPM MINERALS LIMITED,Materials,2020-12-30,5607638,630845640,-8.602150537634403,False
BRN,BRAINCHIP HOLDINGS LTD,Software & Services,2011-11-09,804011456,38400207,1.1235955056179785,False
BXB,BRAMBLES LIMITED,Commercial & Professional Services,2006-11-27,18749188301,61323,2.9074215761285447,False
BVS,BRAVURA SOLUTIONS LIMITED.,Software & Services,2016-11-16,138323646,371006415,4.687500000000004,False
BRB,BREAKER RESOURCES NL,Materials,2012-04-20,132370534,44457163,5.263157894736847,False
BRG,BREVILLE GROUP LIMITED,Consumer Durables & Apparel,1999-05-25,2644310880,150649,-2.409638554216872,False
BKW,BRICKWORKS LIMITED,Materials,1962-06-30,3487925962,62370,-0.9649122807017494,False
BGE,BRIDGE SAAS LIMITED,Software & Services,2022-10-06,3269369,749699618,6.818181818181825,True
BTR,BRIGHTSTAR RESOURCES LIMITED,Materials,2003-12-05,13266061,36199,0.0,False
BBL,BRISBANE BRONCOS LIMITED,Media & Entertainment,1989-05-12,104903476,58108,4.950495049504955,False
BGP,BRISCOE GROUP AUSTRALASIA LIMITED,Consumer Discretionary Distribution & Retail,2017-07-20,957892845,417550502,0.0,False
BCK,BROCKMAN MINING LIMITED,Materials,2011-01-11,241286035,28856240,1.3344026738283132e-14,False
BEE,BROO LTD,"Food, Beverage & Tobacco",2016-10-14,SUSPENDED,357797014,0.0,False
BRK,BROOKSIDE ENERGY LIMITED,Energy,2005-10-31,60174548,275465244,9.090909090909099,False
BYH,BRYAH RESOURCES LIMITED,Materials,2017-10-17,5625069,432161599,22.222222222222225,False
BSA,BSA LIMITED,Commercial & Professional Services,1999-11-15,42905388,66232,-0.8695652173912859,False
BFL,BSP FINANCIAL GROUP LIMITED,Banks,2021-05-25,2235647600,658401886,-1.2295081967213035,False
BTC,BTC HEALTH LTD,Not Applic,2000-08-29,7609852,66844,12.499999999999996,False
BUS,BUBALUS RESOURCES LIMITED,Materials,2022-10-13,5217571,753951224,0.0,True
BUB,BUBS AUSTRALIA LIMITED,"Food, Beverage & Tobacco",1993-10-05,180325778,147448,6.818181818181825,False
BUD,BUDDY TECHNOLOGIES LTD,Consumer Durables & Apparel,2006-12-18,SUSPENDED,6133403,0.0,False
BNR,BULLETIN RESOURCES LIMITED,Materials,2010-12-20,26423199,28290846,-2.272727272727259,False
BDM,BURGUNDY DIAMOND MINES LIMITED,Materials,2013-01-04,SUSPENDED,52432768,0.0,False
BUR,BURLEY MINERALS LTD,Materials,2021-07-07,16737348,662264123,2.325581395348839,False
BRU,BURU ENERGY LIMITED,Energy,2008-09-01,59008265,12726856,0.0,False
BTN,BUTN LIMITED,Financial Services,2021-07-06,34863143,662883088,-2.564102564102566,False
BUX,BUXTON RESOURCES LIMITED,Materials,2007-10-23,29562778,8382814,8.823529411764698,False
BWP,BWP TRUST,Equity Real Estate Investment Trusts (REITs),1998-09-16,2415363099,68005,0.5347593582887705,False
BWX,BWX LIMITED,Household & Personal Products,2015-11-11,SUSPENDED,315686855,2.564102564102566,False
BYE,BYRON ENERGY LIMITED,Energy,2005-06-03,88674398,1832678,-6.896551724137923,False
C29,C29 METALS LIMITED,Materials,2021-11-03,5401195,678680489,13.043478260869565,False
CDM,CADENCE CAPITAL LIMITED,Not Applic,2006-12-05,268003621,5933277,-0.5464480874316945,False
CDO,CADENCE OPPORTUNITIES FUND LIMITED.,Not Applic,2021-11-19,34991108,503220421,0.0,False
CAI,CALIDUS RESOURCES LIMITED,Materials,1987-03-13,105492202,231687,-4.255319148936162,False
CE1,CALIMA ENERGY LIMITED,Energy,2006-07-28,67402585,679321366,0.0,False
CXL,CALIX LIMITED,Materials,2018-07-20,791133665,479653993,2.0224719101123565,False
CHL,CAMPLIFY HOLDINGS LIMITED,Transportation,2021-06-28,128122497,661250252,-5.208333333333326,False
CLB,CANDY CLUB HOLDINGS LIMITED,Consumer Staples Distribution & Retail,2019-02-19,SUSPENDED,517583715,0.0,False
CGB,CANN GLOBAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2008-01-14,SUSPENDED,9390151,0.0,False
CAN,CANN GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2017-05-04,56334655,408163674,0.0,False
CAE,CANNINDAH RESOURCES LIMITED,Materials,2005-05-20,103966291,1766112,15.624999999999996,False
CBY,CANTERBURY RESOURCES LIMITED,Materials,2019-03-07,5780941,520459382,-5.000000000000004,False
CAY,CANYON RESOURCES LIMITED,Materials,2010-06-15,51804092,24115563,-5.660377358490559,False
CAG,CAPE RANGE LTD,Software & Services,2017-11-30,10439913,441206941,0.0,False
CAJ,CAPITOL HEALTH LIMITED,Health Care Equipment & Services,2006-06-09,276515860,4905123,3.921568627450984,False
CAA,CAPRAL LIMITED,Materials,1986-11-20,136102451,69279,-0.7936507936507885,False
CRS,CAPRICE RESOURCES LTD,Materials,2018-12-05,4643391,494857854,-22.222222222222218,False
CMM,CAPRICORN METALS LTD,Materials,2008-07-07,1773578586,12243010,-1.4799154334038114,False
CAQ,CAQ HOLDINGS LIMITED,Real Estate Management & Development,2005-07-25,7895649,82603054,0.0,False
CVV,CARAVEL MINERALS LIMITED,Materials,2006-11-03,95836875,5892637,0.0,False
CWX,CARAWINE RESOURCES LIMITED,Materials,2017-12-14,19288112,443107994,-7.142857142857149,False
CRB,CARBINE RESOURCES LIMITED,Materials,2007-03-16,4797720,6785712,0.0,False
CRM,CARBON MINERALS LIMITED,Energy,1980-12-31,SUSPENDED,81380,0.0,False
CBR,CARBON REVOLUTION LIMITED,Automobiles & Components,2019-11-29,34703722,564443136,26.923076923076927,False
CG1,CARBONXT GROUP LIMITED,Materials,2018-01-23,13489645,448575443,16.981132075471702,False
CDX,CARDIEX LIMITED,Health Care Equipment & Services,2005-11-09,35866380,3554762,-7.692307692307699,False
CDD,CARDNO LIMITED,Commercial & Professional Services,2004-05-20,15624265,72054,0.0,False
CTQ,CARETEQ LIMITED,Health Care Equipment & Services,2022-01-10,7537522,693973372,-8.064516129032254,False
CDP,CARINDALE PROPERTY TRUST,Equity Real Estate Investment Trusts (REITs),1996-11-28,334681560,72263,-0.7795100222717181,False
CIN,CARLTON INVESTMENTS LIMITED,Not Applic,1970-06-30,767765575,75783,-1.706484641638225,False
CL8,CARLY HOLDINGS LIMITED,Transportation,1996-09-09,5109260,630588434,5.000000000000004,False
CNB,CARNABY RESOURCES LIMITED,Materials,2016-08-30,146188198,361119194,1.9417475728155356,False
CVN,CARNARVON ENERGY LIMITED,Energy,1984-08-16,234024298,83935,8.333333333333341,False
CAV,CARNAVALE RESOURCES LIMITED,Materials,2007-03-15,8200655,6672768,0.0,False
CCE,CARNEGIE CLEAN ENERGY LIMITED,Utilities,1993-10-26,23463861,78489,-33.333333333333336,False
CAR,CARSALES.COM LIMITED.,Media & Entertainment,2009-09-10,8125880041,20525895,1.2488436632747435,False
CARNA,CARSALES.COM LIMITED.,Media & Entertainment,2009-09-10,8125880041,789308603,0.0,False
CCV,CASH CONVERTERS INTERNATIONAL,Financial Services,1997-02-07,147473079,71867,-4.166666666666659,False
CPN,CASPIN RESOURCES LIMITED,Materials,2020-11-25,29223610,623980189,3.947368421052635,False
CMD,CASSIUS MINING LIMITED,Materials,2006-08-10,8169858,5086970,-16.666666666666668,False
CST,CASTILE RESOURCES LTD,Materials,2020-02-14,24190243,566883869,13.793103448275875,False
CCZ,CASTILLO COPPER LIMITED,Materials,2010-12-14,18193075,28155313,7.142857142857137,False
CDT,CASTLE MINERALS LIMITED,Materials,2006-05-02,20240874,4574061,5.555555555555561,False
CSF,CATALANO SEAFOOD LTD,"Food, Beverage & Tobacco",2022-03-11,5849052,698288292,0.0,False
CTN,CATALINA RESOURCES LTD,Materials,2010-02-18,8669408,22383699,10.000000000000009,False
CYL,CATALYST METALS LIMITED,Materials,2006-07-26,165077158,5120342,-4.568527918781719,False
CAT,CATAPULT GROUP INTERNATIONAL LTD,Technology Hardware & Equipment,2014-12-19,169620229,82162985,-1.4814814814814827,False
CXU,CAULDRON ENERGY LIMITED,Energy,2005-01-28,7452544,253740,8.333333333333341,False
CVR,CAVALIER RESOURCES LIMITED,Materials,2022-06-17,4303180,719692926,-23.076923076923077,False
CAZ,CAZALY RESOURCES LIMITED,Materials,2003-10-31,9667367,70441,1.3344026738283132e-14,False
CD1,CD PRIVATE EQUITY FUND I,Not Applic,2012-08-14,28144409,49020907,-3.164556962025319,False
CD2,CD PRIVATE EQUITY FUND II,Not Applic,2013-04-09,56677413,56950933,1.8691588785046744,False
CD3,CD PRIVATE EQUITY FUND III,Not Applic,2016-07-27,99039078,357446618,6.896551724137937,False
CWP,CEDAR WOODS PROPERTIES LIMITED,Real Estate Management & Development,1994-08-31,365834220,84342,-2.2883295194507927,False
CLT,CELLNET GROUP LIMITED,Technology Hardware & Equipment,1999-11-17,6089866,77143,19.047619047619047,False
CLA,CELSIUS RESOURCES LIMITED.,Materials,1988-03-24,27984793,282417,0.0,False
CTM,CENTAURUS METALS LIMITED,Materials,1989-01-12,377989052,584507914,5.263157894736846,False
CTP,CENTRAL PETROLEUM LIMITED,Energy,2006-03-07,45943408,3494642,0.0,False
CAF,CENTREPOINT ALLIANCE LIMITED,Financial Services,2002-06-25,46267244,27731853,-2.1276595744680753,False
CXM,CENTREX LIMITED,Materials,2006-07-19,95124474,4798444,10.000000000000009,False
CNI,CENTURIA CAPITAL GROUP,Equity Real Estate Investment Trusts (REITs),2002-03-26,1227688079,220960,-4.0624999999999964,False
CIP,CENTURIA INDUSTRIAL REIT,Equity Real Estate Investment Trusts (REITs),2012-12-13,1923839824,59713041,-0.32679738562090804,False
COF,CENTURIA OFFICE REIT,Equity Real Estate Investment Trusts (REITs),2014-12-10,857178496,80536687,-3.7414965986394515,False
CTT,CETTIRE LIMITED,Consumer Discretionary Distribution & Retail,2020-12-18,489891113,631703762,0.0,False
CFO,CFOAM LIMITED,Capital Goods,2016-10-26,SUSPENDED,357797431,0.0,False
CHN,CHALICE MINING LIMITED,Materials,2006-03-24,2364088378,4483100,7.71653543307087,False
CEL,CHALLENGER EXPLORATION LIMITED,Materials,2007-11-07,135955955,8952554,13.043478260869565,False
CGF,CHALLENGER LIMITED,Financial Services,2003-12-23,4160064464,73885,-0.4739336492891035,False
CIA,CHAMPION IRON LIMITED,Materials,2007-06-08,3361755319,7356426,-9.279778393351801,False
CCA,CHANGE FINANCIAL LIMITED,Financial Services,2016-06-30,29500085,352903709,-6.000000000000005,False
CHR,CHARGER METALS NL,Materials,2021-07-09,15528592,662652201,19.999999999999996,False
CHC,CHARTER HALL GROUP,Equity Real Estate Investment Trusts (REITs),2005-06-10,5141479553,27871625,-2.1034180543383014,False
CLW,CHARTER HALL LONG WALE REIT,Equity Real Estate Investment Trusts (REITs),2016-11-08,3058101621,367457985,-0.9324009324009332,False
CQR,CHARTER HALL RETAIL REIT,Equity Real Estate Investment Trusts (REITs),1995-11-15,2179611034,198103,1.3404825737265487,False
CQE,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,Equity Real Estate Investment Trusts (REITs),2003-05-22,1110732513,39731,-0.3322259136212554,False
CMX,CHEMX MATERIALS LIMITED,Materials,2022-01-18,9277174,691859853,-4.761904761904753,False
CHZ,CHESSER RESOURCES LIMITED,Materials,2007-05-29,52385520,7299508,-5.319148936170217,False
CHM,CHIMERIC THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2021-01-18,26662757,631611480,1.6666666666666683,False
CNU,CHORUS LIMITED,Telecommunication Services,2011-11-21,3352931192,39341182,3.3738191632928474,False
C79,CHRYSOS CORPORATION LIMITED,Commercial & Professional Services,2022-05-06,418111189,721300791,3.456790123456804,False
CII,CI RESOURCES LIMITED,Materials,1987-07-24,OTHER,36856,0.0,False
CPT,CIPHERPOINT LIMITED,Software & Services,2007-01-03,7034455,5965338,0.0,False
